participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.answer,player.correct_individual,player.payoff,group.id_in_subsession,group.consensus,group.ready,group.correct_consensus,group.stimulus,group.vowel,group.intensity,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,o,0,0,1,e,Ready,0,i20.wav,i,20,2,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,3,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,3,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,4,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,4,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,5,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,5,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,6,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,6,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,7,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,7,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,8,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,8,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,9,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,9,y0uncjos,,,,,,0
1,os31kpej,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.850168+00:00,0,1,,,1,,,0,1,,,,,,,10,y0uncjos,,,,,,0
2,mh2zxdz5,,0,14,70,confidence_audio,2,Feedback,127.0.0.1,2017-04-02 19:20:21.977258+00:00,0,1,,,2,,,0,1,,,,,,,10,y0uncjos,,,,,,0
1,mc104gar,,0,1,70,confidence_audio,1,Introduction,127.0.0.1,2017-04-02 19:31:31.168471+00:00,0,1,,,1,,,0,1,,,,,,,1,k2h5esjp,,,,,,0
