participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.answer,player.correct_individual,player.payoff,group.id_in_subsession,group.consensus,group.ready,group.correct_consensus,group.stimulus,group.vowel,group.intensity,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,2,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,2,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,2,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,2,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,2,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,2,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,2,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,2,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,2,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,2,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,3,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,3,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,3,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,3,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,3,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,3,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,3,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,3,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,3,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,3,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,3,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,3,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,3,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,3,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,3,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,3,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,3,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,3,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,3,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,3,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,3,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,3,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,3,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,3,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,3,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,3,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,3,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,3,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,3,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,3,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,4,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,4,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,4,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,4,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,4,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,4,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,4,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,4,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,4,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,4,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,4,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,4,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,4,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,4,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,4,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,4,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,4,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,4,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,4,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,4,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,4,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,4,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,4,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,4,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,4,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,4,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,4,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,4,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,4,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,4,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,5,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,5,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,5,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,5,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,5,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,5,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,5,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,5,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,5,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,5,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,5,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,5,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,5,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,5,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,5,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,5,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,5,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,5,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,5,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,5,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,5,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,5,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,5,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,5,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,5,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,5,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,5,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,5,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,5,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,5,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,6,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,6,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,6,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,6,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,6,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,6,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,6,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,6,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,6,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,6,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,6,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,6,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,6,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,6,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,6,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,6,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,6,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,6,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,6,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,6,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,6,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,6,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,6,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,6,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,6,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,6,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,6,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,6,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,6,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,6,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,7,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,7,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,7,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,7,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,7,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,7,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,7,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,7,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,7,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,7,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,7,l4rtvahp,,,,,,0
12,66cqud0r,,0,0,1400,,,,,,0,0,,,2,,,0,6,,,,,,,7,l4rtvahp,,,,,,0
13,4kfei03p,,0,0,1400,,,,,,0,0,,,1,,,0,7,,,,,,,7,l4rtvahp,,,,,,0
14,5j1d7ux6,,0,0,1400,,,,,,0,0,,,2,,,0,7,,,,,,,7,l4rtvahp,,,,,,0
15,h4gbnrfl,,0,0,1400,,,,,,0,0,,,1,,,0,8,,,,,,,7,l4rtvahp,,,,,,0
16,2ox4usuo,,0,0,1400,,,,,,0,0,,,2,,,0,8,,,,,,,7,l4rtvahp,,,,,,0
17,lcfzagce,,0,0,1400,,,,,,0,0,,,1,,,0,9,,,,,,,7,l4rtvahp,,,,,,0
18,emwz263q,,0,0,1400,,,,,,0,0,,,2,,,0,9,,,,,,,7,l4rtvahp,,,,,,0
19,5h8532al,,0,0,1400,,,,,,0,0,,,1,,,0,10,,,,,,,7,l4rtvahp,,,,,,0
20,hvkev13z,,0,0,1400,,,,,,0,0,,,2,,,0,10,,,,,,,7,l4rtvahp,,,,,,0
21,bus4gq0j,,0,0,1400,,,,,,0,0,,,1,,,0,11,,,,,,,7,l4rtvahp,,,,,,0
22,jrm8e915,,0,0,1400,,,,,,0,0,,,2,,,0,11,,,,,,,7,l4rtvahp,,,,,,0
23,4d4lvfqq,,0,0,1400,,,,,,0,0,,,1,,,0,12,,,,,,,7,l4rtvahp,,,,,,0
24,5z849l1a,,0,0,1400,,,,,,0,0,,,2,,,0,12,,,,,,,7,l4rtvahp,,,,,,0
25,e7f07yzr,,0,0,1400,,,,,,0,0,,,1,,,0,13,,,,,,,7,l4rtvahp,,,,,,0
26,y0exh9h3,,0,0,1400,,,,,,0,0,,,2,,,0,13,,,,,,,7,l4rtvahp,,,,,,0
27,8og7a9ms,,0,0,1400,,,,,,0,0,,,1,,,0,14,,,,,,,7,l4rtvahp,,,,,,0
28,9jmdn508,,0,0,1400,,,,,,0,0,,,2,,,0,14,,,,,,,7,l4rtvahp,,,,,,0
29,3wucsqa6,,0,0,1400,,,,,,0,0,,,1,,,0,15,,,,,,,7,l4rtvahp,,,,,,0
30,vfn7hazy,,0,0,1400,,,,,,0,0,,,2,,,0,15,,,,,,,7,l4rtvahp,,,,,,0
1,am7duxfk,,0,1,1400,confidence_audio,1,Introduction,10.71.9.43,2017-04-20 06:06:14.372705+00:00,0,1,,,1,,,0,1,,,,,,,8,l4rtvahp,,,,,,0
2,p61q0dur,,0,0,1400,,,,,,0,0,,,2,,,0,1,,,,,,,8,l4rtvahp,,,,,,0
3,wj5ho64c,,0,0,1400,,,,,,0,0,,,1,,,0,2,,,,,,,8,l4rtvahp,,,,,,0
4,1nqtltde,,0,0,1400,,,,,,0,0,,,2,,,0,2,,,,,,,8,l4rtvahp,,,,,,0
5,t1m6qg01,,0,0,1400,,,,,,0,0,,,1,,,0,3,,,,,,,8,l4rtvahp,,,,,,0
6,b37ksxix,,0,0,1400,,,,,,0,0,,,2,,,0,3,,,,,,,8,l4rtvahp,,,,,,0
7,kxmz8958,,0,0,1400,,,,,,0,0,,,1,,,0,4,,,,,,,8,l4rtvahp,,,,,,0
8,9yea2tkj,,0,0,1400,,,,,,0,0,,,2,,,0,4,,,,,,,8,l4rtvahp,,,,,,0
9,tprc0pfs,,0,0,1400,,,,,,0,0,,,1,,,0,5,,,,,,,8,l4rtvahp,,,,,,0
10,q48lusdu,,0,0,1400,,,,,,0,0,,,2,,,0,5,,,,,,,8,l4rtvahp,,,,,,0
11,4to8hjbp,,0,0,1400,,,,,,0,0,,,1,,,0,6,,,,,,,8,l4rtvahp,,,,,,0
